"","uh_name","ph_inf","ph_sup","phft","t_max","t_min","cgtr_cooling","cgtr_heating","geometria","azimute","veneziana","componente","absortancia","vidro","open_fac","sombreamento","paf","solo","case","estado","floor","uh_expo","uh_position","ph_inf_ref","ph_sup_ref","phft_ref","t_max_ref","t_min_ref","cgtr_cooling_ref","cgtr_heating_ref"
"32","CO_CANTO_11_15_TO",0,0.146963470319635,0.853036529680365,31.1060983904094,20.462621353596,3230429604.33517,8.67657945491374e-09,"m_g_geom_0_0_0.txt","rotation_000.txt","m_blind_on.txt","m_construction_sfiso.txt","abs_20.txt","glass_double-fs39-87.txt","afn_openingfactor100.txt","m_shade_120_geom_0_0_0.txt","m_wwr_50_geom_0_0_0.txt","g",15,"TO","CO","CANTO","11",0,0.728264840182648,0.271735159817352,36.23219743107,23.8952644636311,24449922367.6842,7.07223080098629e-08
"33","CO_CANTO_11_16_PR",0.00878995433789955,0.0141552511415525,0.977054794520548,27.9193571100576,17.3828193540253,315192453.188558,0,"m_g_geom_0_0_0.txt","rotation_000.txt","m_blind_on.txt","m_construction_sfiso.txt","abs_60.txt","glass_double-fs87.txt","afn_openingfactor100.txt","m_shade_000_geom_0_0_0.txt","m_fenes_17_geom_0_0_0.txt","g",16,"PR","CO","CANTO","11",0.190593607305936,0.0590410958904111,0.750365296803653,30.8498777765224,12.8838626138435,1699000841.78054,0
"34","CO_CANTO_11_16_RJ",0,0.323561643835616,0.676438356164384,32.7684652419245,18.4922689481931,6520645790.82994,0,"m_g_geom_0_0_0.txt","rotation_000.txt","m_blind_on.txt","m_construction_sfiso.txt","abs_60.txt","glass_double-fs87.txt","afn_openingfactor100.txt","m_shade_000_geom_0_0_0.txt","m_fenes_17_geom_0_0_0.txt","g",16,"RJ","CO","CANTO","11",0,0.487191780821918,0.512808219178082,35.8952773242393,18.0533843086552,15112319844.3056,0
"35","CO_CANTO_11_16_SC",0.00237442922374429,0.129908675799087,0.867716894977169,29.8773878628514,17.1771851998014,2710854809.74417,0,"m_g_geom_0_0_0.txt","rotation_000.txt","m_blind_on.txt","m_construction_sfiso.txt","abs_60.txt","glass_double-fs87.txt","afn_openingfactor100.txt","m_shade_000_geom_0_0_0.txt","m_fenes_17_geom_0_0_0.txt","g",16,"SC","CO","CANTO","11",0.0615296803652968,0.248196347031963,0.69027397260274,32.3229933052659,12.7149643438659,6551854257.96882,5.58793544769287e-08
"36","CO_CANTO_11_16_TO",0,0.369223744292238,0.630776255707762,32.7449650048292,22.2716727669132,8481549375.67032,3.23598214890808e-08,"m_g_geom_0_0_0.txt","rotation_000.txt","m_blind_on.txt","m_construction_sfiso.txt","abs_60.txt","glass_double-fs87.txt","afn_openingfactor100.txt","m_shade_000_geom_0_0_0.txt","m_fenes_17_geom_0_0_0.txt","g",16,"TO","CO","CANTO","11",0,0.728264840182648,0.271735159817352,36.23219743107,23.8952644636311,24449922367.6842,7.07223080098629e-08
"37","CO_CANTO_11_17_PR",0.0341780821917808,0.0235159817351598,0.942305936073059,28.385055403106,16.8152934122801,638789328.857882,0,"m_g_geom_0_0_0.txt","rotation_000.txt","m_blind_on.txt","m_construction_sfiso.txt","abs_60.txt","glass_double-fs87.txt","afn_openingfactor100.txt","m_shade_000_geom_0_0_0.txt","m_wwr_50_geom_0_0_0.txt","g",17,"PR","CO","CANTO","11",0.190593607305936,0.0590410958904111,0.750365296803653,30.8498777765224,12.8838626138435,1699000841.78054,0
"38","CO_CANTO_11_17_RJ",0,0.237374429223744,0.762625570776256,32.9509234728408,18.1193369872019,5850198796.77459,0,"m_g_geom_0_0_0.txt","rotation_000.txt","m_blind_on.txt","m_construction_sfiso.txt","abs_60.txt","glass_double-fs87.txt","afn_openingfactor100.txt","m_shade_000_geom_0_0_0.txt","m_wwr_50_geom_0_0_0.txt","g",17,"RJ","CO","CANTO","11",0,0.487191780821918,0.512808219178082,35.8952773242393,18.0533843086552,15112319844.3056,0
"39","CO_CANTO_11_17_SC",0.0101826484018265,0.106050228310502,0.883767123287671,29.9028808939342,16.4185378993571,2628764531.86079,3.52247297996655e-08,"m_g_geom_0_0_0.txt","rotation_000.txt","m_blind_on.txt","m_construction_sfiso.txt","abs_60.txt","glass_double-fs87.txt","afn_openingfactor100.txt","m_shade_000_geom_0_0_0.txt","m_wwr_50_geom_0_0_0.txt","g",17,"SC","CO","CANTO","11",0.0615296803652968,0.248196347031963,0.69027397260274,32.3229933052659,12.7149643438659,6551854257.96882,5.58793544769287e-08
"40","CO_CANTO_11_17_TO",0,0.283630136986301,0.716369863013699,32.8812578330778,20.6896192671451,7606808133.09993,2.49178810918238e-08,"m_g_geom_0_0_0.txt","rotation_000.txt","m_blind_on.txt","m_construction_sfiso.txt","abs_60.txt","glass_double-fs87.txt","afn_openingfactor100.txt","m_shade_000_geom_0_0_0.txt","m_wwr_50_geom_0_0_0.txt","g",17,"TO","CO","CANTO","11",0,0.728264840182648,0.271735159817352,36.23219743107,23.8952644636311,24449922367.6842,7.07223080098629e-08
"41","CO_CANTO_11_18_PR",0.00977168949771689,0.00547945205479453,0.984748858447488,27.4078936085742,17.262344311467,113992886.498371,0,"m_g_geom_0_0_0.txt","rotation_000.txt","m_blind_on.txt","m_construction_sfiso.txt","abs_60.txt","glass_double-fs87.txt","afn_openingfactor100.txt","m_shade_120_geom_0_0_0.txt","m_fenes_17_geom_0_0_0.txt","g",18,"PR","CO","CANTO","11",0.190593607305936,0.0590410958904111,0.750365296803653,30.8498777765224,12.8838626138435,1699000841.78054,0
"42","CO_CANTO_11_18_RJ",0,0.305342465753425,0.694657534246575,32.566927479818,18.4506937916366,5954725798.22382,0,"m_g_geom_0_0_0.txt","rotation_000.txt","m_blind_on.txt","m_construction_sfiso.txt","abs_60.txt","glass_double-fs87.txt","afn_openingfactor100.txt","m_shade_120_geom_0_0_0.txt","m_fenes_17_geom_0_0_0.txt","g",18,"RJ","CO","CANTO","11",0,0.487191780821918,0.512808219178082,35.8952773242393,18.0533843086552,15112319844.3056,0
